Product Names,Product URLs,Product Prices,Product Rating,No. Of Review,Description,ASIN,Manufacturer
with 2 Large Compartment for Work Office & Business Travel for Men & Women | Water Resistance | Fit Up to 16 Inch Laptop,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzQ1MDMyMTEyNjI2ODM5OjE2OTAzOTMzMzk6c3BfYnRmOjIwMDk3NjEyMjMxNjk4OjowOjo&url=%2Fuppercase-Backpack-1800EBP1-resistant-sustainable%2Fdp%2FB0B9T4YDPX%2Fref%3Dsr_1_293_sspa%3Fkeywords%3Dbags%26qid%3D1690393339%26sr%3D8-293-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,489.0,3.3,178.0,Care Instructions: Wipe with Damp Cloth    Handcrafted with care and made up of premium quality robust material,,
ADISA Large Laptop Backpack Office,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo2NzQ1MDMyMTEyNjI2ODM5OjE2OTAzOTMzMzk6c3BfYnRmOjIwMTYyNTQzNzA3MDk4OjowOjo&url=%2FWALKENT-Stylish-Spruce-Waterprrof-Resistant%2Fdp%2FB0BJ982TQN%2Fref%3Dsr_1_294_sspa%3Fkeywords%3Dbags%26qid%3D1690393339%26sr%3D8-294-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,1299.0,4.4,93.0,"Care Instructions: Wipe with Damp Cloth    Walkent Spruce Laptop Backpack keeps your gadgets, laptops and work essentials organized and secured with variours features and durable materials    Spruce Laptop Bag is made with high-quality faux leather and a water-resistant and scratch-resistant outer, this backpack is stylish and durable for daily use    With multiple compartments, including cushioned laptop compartments and anti-theft pockets, you can easily carry all of your daily necessities    Whether you're heading to the office, college, or on a trip, the Spruce backpack has you covered with its versatile design and trolley sleeve for travel    Upgrade your everyday carry with the Walkent Spruce Laptop Backpack and experience the perfect combination of style and functionality",,
College Travel Back Pack with USB (Grey),https://aax-eu.amazon.in/x/c/RHDYFTEN6adHNmZKupxC6LAAAAGJk0toNgMAAAH2AQBvbm9fdHhuX2JpZDMgICBvbm9fdHhuX2ltcDEgICBrhn8G/https://www.amazon.in/JD-Expandable-Waterproof-Sakura-Pink/dp/B0BRNP6M1D/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c%3Aamzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0BRNP6M1D&pd_rd_r=2967e470-7f14-48ce-82ee-8d8fd44d5890&pd_rd_w=pXyGQ&pd_rd_wg=AOfhK&pf_rd_p=880c6186-3832-495e-9caa-7ecfb2f5e88c&pf_rd_r=VE5Y68F5QPJ0F952GGA1&qid=1690393339&sbo=RZvfv%2F%2FHxDF%2BO5021pAnSA%3D%3D&sr=1-273-06195d41-65bd-48f4-8e70-03d97b6094ec,3899.0,4.1,7.0,"Made up of long lasting durable water resistant & Waterproof Nylon Material. It is good to use as small Travel bags for women and ladies.    NORMAL DIMENSION:41 x 22 x 26 CM    ZIP CLOSURE - This travel duffel Bag comes with 2 inside small pocket + 1 Main pocket + 1 small Dry wet pocket + 1 Front Small Zipper Pocket. It is mostly suitavble for carry cosmetics and other essensial items with different pockets.    EASY TO CARRY - Handbag you can carry it by hand or carry it on your shoulder, or you can easily place it on your luggage through the fixed belt design on the back, which is convenient for storage and transportation, and makes travel more convenient.    WIDE RANGE OF APPLICATIONS - Waterproof dry bag gym, Sports, Travel, Weekend, Luggage, Carry-on Bag, Shopping Bag, Beach Bag, Hiking and Camping. Suitable for women, men, teens and big kids, great idea as personal item for airline travel and emergency spare bag in the suitcase.",B0BRNP6M1D,M/s JD Fresh
Impulse rucksack,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzg2NTA0Nzk2ODQzOTMxOjE2OTAzOTMzNDE6c3BfYXRmX25leHQ6MjAxMzQwNDc5MTM1OTg6OjA6Og&url=%2FSkating-Resistant-College-Backpack-Computer%2Fdp%2FB09791YC3D%2Fref%3Dsr_1_289_sspa%3Fkeywords%3Dbags%26qid%3D1690393341%26sr%3D8-289-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,1095.0,3.9,117.0,,,
75 litres travel,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzg2NTA0Nzk2ODQzOTMxOjE2OTAzOTMzNDE6c3BfYXRmX25leHQ6MjAxNTk1MzI1NDI2OTg6OjA6Og&url=%2FEUME-Tourismo-Backpack-Resistance-15-6-inch%2Fdp%2FB0B4JNV37M%2Fref%3Dsr_1_290_sspa%3Fkeywords%3Dbags%26qid%3D1690393341%26sr%3D8-290-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,437.0,4.2,2323.0,,,
for men tourist,https://www.amazon.in/Luzian-Leather-Backpack-college-Laptops/dp/B09QYTTLYD/ref=sr_1_291?keywords=bags&qid=1690393341&sr=8-291,915.0,4.4,778.0,"Care Instructions: Dry Clean Only    PREMIUM MATERIAL: This stylish attractive backpack is made of high quality, water-resistant synthetic Vegan Leather material. For the inner lining, we use soft feel premium quality polyester fabric. The metal fittings, zipper and plastic buckles used are of premium quality.<br>    CONVENIENT DESIGN: This mature backpack is designed with two main storage compartments. It has a separate cushioned sleeve to carry laptops up to 14 inches. It also comes with an additional outer zipper vertical compartment and internal organized pockets to store small important items. This smart unisex backpack has padded handles and adjustable shoulder straps for comfort. We use high-quality mesh on the back panel for free airflow to give comfort to your back and avoid sweating.<br>    STORAGE & SPACE: Ideal for laptop up to 15.6 inches. Dimensions are ((L)30 x (W)20 x (H)45.72 inches .Total capacity: 21liters;Pattern Name: Solid; Pocket Description: Slip Pocket; Age Range Description: Adult; Special Features: Laptop Compartment; Style Name: Casual<br>    REINFORCEMENT MATERIALS: Quality of any computer bag is not only contributed by good quality material, but also by the use of good quality metal fittings and reinforcement materials to provide maximum safety to your laptop. We have used high-quality metal zippers and sliders in this laptop shoulder bag. The internal lining of this laptop and tablet case is designed with premium quality polyester. A strong cushioned shoulder strap is provided for better handling.<br>    ONE YEAR WARRANTY: Luzian offers a one year warranty on the product against any manufacturing defect. You just need to keep your invoice safe and write to us.<br>",B09QYTTLYD,DEW BAGS PAHAR GANJ NEW DELHI
for travel backpack for hiking trekking,https://www.amazon.in/Fur-Jaden-resistant-Backpack-BM100_Brown/dp/B07P5X6NSN/ref=sr_1_292?keywords=bags&qid=1690393341&sr=8-292,967.0,4.3,2.0,"Style - Brown colour backpack for men made of PU leather for stylish office use as well as for trendy college students. Huge compartment size that can fit upto a 15 inch laptop with ease. Multiple pockets for other accessories and water bottle    USB Charging - Now charge your phone on the go while travelling without the hassle of holding the bulky power bank in your pocket or in your hand. Simple Connect your Powerbank to the wire inside the Bag and leave it in the bag. When you want to charge your phone, just connect your phone charger to the bag and your phone will start charging.    Capacity: 30 liters; Weight: 650 grams; Dimensions: 30 cms x 20 cms x 44 cms (LxWxH)    Material - We use highest quality of artificial leather which is durable, long lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant. Inner fabric lining ensured to have a soft touch feel. We use quality zips and accessories that have a long life    Warranty- 100% genuine Fur Jaden Bags, 10 days no question asked replacement guarantee from the date of delivery. 6 Month manufacturer warranty against defects only. We do not provide free Power Bank with this Bag.",B07P5X6NSN,No
for men camping thames blue,https://www.amazon.in/Arctic-Fox-Kobra-Laptop-Backpack/dp/B09GPHHZPW/ref=sr_1_293?keywords=bags&qid=1690393341&sr=8-293,1229.0,4.2,1656.0,Care Instructions: Hand Wash Only    Spacious compartment -- Rain cover bag -- Padded shoulder straps -- Power bank port -- Water Bottle Pouch--Number Lock,B09GPHHZPW,Arctic Fox
with 1 Year Warranty,https://www.amazon.in/Keywest-Breeze-32L-Resistant-Laptop-Backpack/dp/B0BW64LNZT/ref=sr_1_294?keywords=bags&qid=1690393341&sr=8-294,2067.0,4.1,89.0,"Care Instructions: Wipe with Dry Cloth    Laptop Compatibility: Yes, Strap Type: Adjustable, Trolley Support: No. With Rain Cover : No    Outer Material: Polyester, Color: Blue    Capacity: 32 liters; Dimensions: 31.5 x 22 x 49.5 Centimeters, Water Resistance: Water resistant , not Waterproof    Number of Wheels: 0, Number of compartments: 3    Warranty type: Manufacturer; 1 year International warranty valid for 1 year from the original date of purchase. Mesh pockets on both sides to accommodate your sipper or bottle and umbrella Mesh Padding on back & shoulder strap to provide comfort & better back support",B0BW64LNZT,Keywest
Wildcraft Hopper 1.0 Laptop Backpack 24L (Blue),https://www.amazon.in/Fur-Jaden-Backpack-Trekking-BM38_Brown/dp/B07LBMV4NR/ref=sr_1_295?keywords=bags&qid=1690393341&sr=8-295,749.0,4.0,1285.0,"Brown colour backpack for men made of pu leather for stylish office use as well as for trendy college students. Huge compartment size that can fit upto a 14 inch laptop with ease. Multiple pockets for other accessories and water bottle    Capacity: 22 liters; Weight: 850 grams; Dimensions: 30 cms x 17 cms x 42 cms (LxWxH). Laptop Compatibility: Upto 14 Inch Laptops    Multiple Pockets: This incredible Fur Jaden backpack comes with multiple compartments so that you can keep all your essentials well-sorted. Besides the main compartment, it has strategically placed chambers on the flap and on the sides to hold your knickknacks, water bottles, and other belongings.    Warranty: 6 Month Manufacturer Warranty against manufacturing Defects    Material - We use highest quality of artificial leather which is durable, long lasting and tested to ensure they don't peel off in just few months. The leather is also water resistant however the Zips are not Waterproof. Inner fabric lining ensured to have a soft touch feel. We use quality zips and acessories that have a long life",B07LBMV4NR,No
Fur Jaden Brown Leatherette Anti Theft Casual Laptop Backpack with 15.6 Inch Laptop Pocket,https://www.amazon.in/Puma-Black-Laptop-Backpack-7573301/dp/B07JHJCZSM/ref=sr_1_296?keywords=bags&qid=1690393341&sr=8-296,1034.0,4.0,18.0,"Care Instructions: Hand Wash Only    Outer Material: Polyester, Color: Puma Black    Capacity: 26 liters; Dimensions: 32 cms x 48 cms x 15 cms (LxWxH)    Number of compartments: 2    Laptop Compatibility: Yes, Laptop Size: 16 inches    Warranty type: Manufacturer; 3 months    Durabase    
   Pattern type:Solid Co.01: 82% 600D Polyester with PU backing / 18% 600D Polyester Galaxy PU. Co.02/05/06: 100% 600D Polyester with PU backing. Co.04/09/10/23: 84% 600D Polyester with PU backing / 16% 600D Polyester Galaxy PU   Show More",B07JHJCZSM,Puma
PrettyKrafts Vanity | Toiletry,https://www.amazon.in/Yondella-Sling-Medium-Sky-Blue/dp/B07TZ8R5QN/ref=sr_1_297?keywords=bags&qid=1690393341&sr=8-297,1451.0,3.9,71.0,"Secure top flap closure    Formal, Casual, Travel",B07TZ8R5QN,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025"
| Nov Woven Material with Hanging Hook - Grey,https://www.amazon.in/Kuber-Industries-Printed-Multiuses-Hand/dp/B09KG1THDH/ref=sr_1_298?keywords=bags&qid=1690393341&sr=8-298,1249.0,4.5,430.0,Package Contents: Multiuses Hand Bag    Material : Cotton    Dimension: 24cm x 14cm x 30cm    For Everyday Use: This bag is perfect for professional as well as casual use.These versatile bags are literally everywhere carry bags that can be used as a beach bag: ladies bag for women stylish: shopping bags: hand bags for work: women side bags: ladies purse for girls or birthday gift for her,,
Caprese Yondella Women's Sling,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzg2NTA0Nzk2ODQzOTMxOjE2OTAzOTMzNDE6c3BfbXRmOjIwMTE3MDM1NzUyNzk4OjowOjo&url=%2FBUSINESS-ANTI-THEFT-OFFICE-LAPTOP-BACKPACK%2Fdp%2FB0B466YD7L%2Fref%3Dsr_1_299_sspa%3Fkeywords%3Dbags%26qid%3D1690393341%26sr%3D8-299-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,849.0,4.3,2660.0,,,
Skybags Kick Unisex Adjustable Strap Polyester Laptop Backpack,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzg2NTA0Nzk2ODQzOTMxOjE2OTAzOTMzNDE6c3BfbXRmOjIwMTE3MDM1NzUyODk4OjowOjo&url=%2FGear-Executive-Anti-Theft-Backpack-BKPPKREXE0101%2Fdp%2FB097KCMQKG%2Fref%3Dsr_1_300_sspa%3Fkeywords%3Dbags%26qid%3D1690393341%26sr%3D8-300-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,939.0,3.9,2.0,,,
Gizga Essentials Travel Toiletry Kit,https://www.amazon.in/Gear-Ltrs-Casual-Backpack-MDBKPECO50504/dp/B0757K36YV/ref=sr_1_301?keywords=bags&qid=1690393341&sr=8-301,479.0,4.0,3166.0,"Outer Material: Polyester, Color: Blue    Water Resistance: Water resistant    Capacity: 20 liters; Dimensions: 48 cms x 32 cms x 14 cms (LxWxH)    Number of compartments: 1; Laptop Compatibility: No, Strap Type: Adjustable    Special Features: Laptop Compartment; Closure Type: Zipper; Pocket Description: Utility Pocket; Style Name: Traditional Backpacks; Age Range Description: Adult",B0757K36YV,Gear Merchandise PVT LTD
"for Men & Women, Travel Organizer Case with Handle & Hook, Premium Zipper, Multiple Pockets, Multi-Utility Pouch for Shaving Makeup Cosmetics, Light Grey",https://www.amazon.in/American-Tourister-Unisex-Laptop-Backpack/dp/B0C8649NY8/ref=sr_1_302?keywords=bags&qid=1690393341&sr=8-302,3190.0,3.0,1479.0,Care Instructions: Hand Wash Only    Comfortable Laptop Backpack,B0C8649NY8,"IFF, INDIA"
Gear 25L Suave Business Anti-Theft Office Laptop Backpack F0R Men/Women (Black),https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_303?keywords=bags&qid=1690393341&sr=8-303,1200.0,2.0,11.0,"Non-toxic and soft fabric made from safe materials to be used by kids and Washable    Soft And Cuddly Filling & Embroidery work Soft Toy School Bag For Kids, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag    Very Attractive To Make You Have A Good Feeling All The Time, Gift this soft, smooth and cuddly teddy as a great gift to your loved one    color :- Red, Size :- 38 x 34 x 8 and Bag capacity is 10L",B07QD1M3R9,Rushi Enterprise
Gear Vintage2 20L Faux Leather Office/College Laptop Backpack for Men/Women-Brown,https://www.amazon.in/American-Tourister-FS0-11-001/dp/B07S13P8BW/ref=sr_1_304?keywords=bags&qid=1690393341&sr=8-304,799.0,1.0,845.0,"Care Instructions: Hand Wash Only    Outer Material: Polyester, Color: Teal ; Ideal For: Men ; Laptop Sleeve: Yes ; With Rain Cover: No ; Pattern: Printed    Capacity: 29 liters; Weight: 500 grams; Dimensions: 33 cms x 28 cms x 49 cms (LxWxH)    Number of compartments: 2    Laptop Compatibility: Yes, Laptop Size: 15.4 inch , Strap Type: Adjustable    Warranty type: Manufacturer; 1 year manufacturer warranty is non-transferable and valid for 1 year from the original date of purchase    Internal Organizer in the front for secure placement & easy access of all your essentials    
   Pockets on both sides to accommodate essentials like your umbrella & sipper/bottle Includes a laptop compartment that can easily accommodate a laptop upto 15.4 inches Country of Origin: India Mesh padding on back & shoulder straps for superior comfort and breathability   Show More",B07S13P8BW,American Tourister
POLESTAR Ranker 15.6 inch 32 LTR Casual Laptop Backpack/Office,https://www.amazon.in/American-Tourister-Polyester-Compartment-Backpack/dp/B0BY9DG85L/ref=sr_1_305?keywords=bags&qid=1690393341&sr=8-305,3411.0,3.4,209.0,Care Instructions: Hand Wash Only    Material : Polyester    Warranty : 1 year    Waterproof : No,B0BY9DG85L,American Tourister
/School,https://www.amazon.in/NORTH-ZONE-Lightweight-Backpacks-Stylish/dp/B0BL3SDSGZ/ref=sr_1_306?keywords=bags&qid=1690393341&sr=8-306,2960.0,4.4,1223.0,"COMPATIBLE WITH 15.6 INCH LAPTOP”: The Northzone Backpack fits up to 15.6 inch laptop. Dimensions: 34cm x 15cm x 45.5cm; Weight: 499g    HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This backpack features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    CONVENIENT TRAVEL"" Adjustable shoulder strap and padded laptop compartment together with a quilted back panel make it comfortable for all-day use    CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick access zippered front pocket for added storage. A quilted back panel make it comfortable for all-day use.    HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for school, travel and outdoor activities. The perfect backpack for those needing stylish all-day protection for their laptop.",B0BL3SDSGZ,Northzone
/College,https://www.amazon.in/Kuber-Industries-Carrying-Multi-Purpose-CTKTC034727/dp/B083J6HVMB/ref=sr_1_307?keywords=bags&qid=1690393341&sr=8-307,2099.0,4.3,33.0,"PACKAGE CONTAINS: 1 Piece Underbed Storage Bag    MATERIAL: Rexine    PRODUCT DIMENSION: 58 X 48 X 34 CM    GREAT ORGANIZER: Suitable for storing clothes, blankets, comforters, quilts, pillows, sweaters, garment, bedding sheets, holiday decorations, etc. The closet organizer bag is great for home, dorm, bedroom, basement, attic, under bed storage, and more.    BREATHABLE MATERIAL: Made of high quality fabric, breathable and lightweight,durable and dustproof. Also, the foldable design allows it to be easily stored when not in use.",,
/Business,https://www.amazon.in/Martucci-Laptop-Backpack-College-Reflective/dp/B0B7DT6HY3/ref=sr_1_308?keywords=bags&qid=1690393341&sr=8-308,521.0,4.2,19.0,"SPACIOUS AND LIGHTWEIGHT: Light weight and spacious 35L Laptop backpack 2 Main Compartment and 2 Front Pocket with Two Side Water Bottle Pocket. <br>    COMFORT WITH QUALITY: This casual Bag has Wide, Padded and Adjustable shoulder straps and Padded Back for comfort in carrying heavy items. Stitched properly and Barracks on every pressure point for extra durability. Made with strong yet light weight polyester fabric with heavy zippers. Serves the need of a professional office laptop bag, college bag, student backpack, school bag and is suitable for all boys, girls, men and women. <br>    PREMIUM FABRIC : Polyester, Closure Type: Zipper, Gender: Unisex Size: 46 cm X 33 cm X 20cm.; BACK SUPPORT: Air Mash foam padding to prevent sweating when you use the bag & to help you lift heavy objects easily. <br>    OTHER FEATURES: Laptop Compartment (can carry laptops of size 15.6 & 17 inches), Reflective Strip makes it very useful for Bike Riders at Night. <br>    Water Resistance Level: Waterproof; Pattern Name: Self Design; Age Range Description: Adult; Pocket Description: Utility Pocket <br>",B0B7DT6HY3,Martucci
"/Unisex Backpack, Water Resistant and Light Weight, 1 year Warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzg2NTA0Nzk2ODQzOTMxOjE2OTAzOTMzNDE6c3BfYnRmOjIwMDk3NjEyMjMxNjk4OjowOjo&url=%2Fuppercase-Backpack-1800EBP1-resistant-sustainable%2Fdp%2FB0B9T4YDPX%2Fref%3Dsr_1_309_sspa%3Fkeywords%3Dbags%26qid%3D1690393341%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,2499.0,4.3,1513.0,,,
NORTH ZONE Lightweight school,https://www.amazon.in/sspa/click?ie=UTF8&spc=MToxNzg2NTA0Nzk2ODQzOTMxOjE2OTAzOTMzNDE6c3BfYnRmOjIwMTYyNTQzNzA3MDk4OjowOjo&url=%2FWALKENT-Stylish-Spruce-Waterprrof-Resistant%2Fdp%2FB0BJ982TQN%2Fref%3Dsr_1_310_sspa%3Fkeywords%3Dbags%26qid%3D1690393341%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,1689.0,3.7,93.0,"Care Instructions: Wipe with Damp Cloth    Walkent Spruce Laptop Backpack keeps your gadgets, laptops and work essentials organized and secured with variours features and durable materials    Spruce Laptop Bag is made with high-quality faux leather and a water-resistant and scratch-resistant outer, this backpack is stylish and durable for daily use    With multiple compartments, including cushioned laptop compartments and anti-theft pockets, you can easily carry all of your daily necessities    Whether you're heading to the office, college, or on a trip, the Spruce backpack has you covered with its versatile design and trolley sleeve for travel    Upgrade your everyday carry with the Walkent Spruce Laptop Backpack and experience the perfect combination of style and functionality",,
Backpacks for Boys Girls Stylish men and women Casual Travel Laptop,https://aax-eu.amazon.in/x/c/RHXyeNxSP4SP6z78HRf5goYAAAGJk0ttqwMAAAH2AQBvbm9fdHhuX2JpZDEgICBvbm9fdHhuX2ltcDEgICBvTBPk/https://www.amazon.in/VISMIINTREND-Everyday-Backpack-Shoulder-Grey/dp/B0B1QJ6S64/ref=sxbs_sbv_search_btf?content-id=amzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c%3Aamzn1.sym.880c6186-3832-495e-9caa-7ecfb2f5e88c&cv_ct_cx=bags&keywords=bags&pd_rd_i=B0B1QJ6S64&pd_rd_r=9300109d-5eac-4544-bbdc-dc5c58a4d238&pd_rd_w=UwYoz&pd_rd_wg=4pOoG&pf_rd_p=880c6186-3832-495e-9caa-7ecfb2f5e88c&pf_rd_r=Y2TCXV2VQAMSP28VXB6W&qid=1690393341&sbo=EO%2BcdOgoisx3waG5xqcZQA%3D%3D&sr=1-289-06195d41-65bd-48f4-8e70-03d97b6094ec,349.0,5.0,7.0,"Care Instructions: Wipe with Damp Cloth    Stylish Women Fashion Backpack : Vismiintrend Vegan Leather Backpacks Handbags Purse is made of high quality water resistant soft PU leather, metal accessories and fabric lining, which is luxurious in looks and durable.    Size: : 29 x (W) 11 x (H) 30 CM, 450 Grams.Fits Apple Macbook Pro laptop 13 inch; Lightweight; Comfortable to carry everywhere you want;Gift for Women; Rakhi Gift for Sisters; Gift for Sister; Gift for Wife; College; Office Bag for Women;    3 way Carry : You can carry it as a single-shoulder bag or backpack or Tote Purse as there is a removable short shoulder strap; Convertible; Bagpack for Girls; Bagpack for Women; Backpack Handbags;    Made in India ; Color Olive Green; Opal Black; Tan Brown; Coffee Brown; Grey; Blue; Wine;Blush Pink; Bags for girls, Bags for Women; Rakhi Gift for Sisters; Gifts for women; 13 Inch Laptop bag for women ; Stylish bagpack; Office Bags for Women;",B0B1QJ6S64,Beena Internationals
College office,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTgyMzgzMTY4MjU5MDQxOjE2OTAzOTMzNDI6c3BfYXRmX25leHQ6MjAxMzQwNDc5MTM1OTg6OjA6Og&url=%2FSkating-Resistant-College-Backpack-Computer%2Fdp%2FB09791YC3D%2Fref%3Dsr_1_305_sspa%3Fkeywords%3Dbags%26qid%3D1690393342%26sr%3D8-305-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,749.0,4.0,2.0,,,
Lavie Women's Broxa Flap Over Sling,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTgyMzgzMTY4MjU5MDQxOjE2OTAzOTMzNDI6c3BfYXRmX25leHQ6MjAxNTk1MzI1NDI2OTg6OjA6Og&url=%2FEUME-Tourismo-Backpack-Resistance-15-6-inch%2Fdp%2FB0B4JNV37M%2Fref%3Dsr_1_306_sspa%3Fkeywords%3Dbags%26qid%3D1690393342%26sr%3D8-306-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1,1034.0,3.8,3166.0,,,
| Ladies Purse Handbag,https://www.amazon.in/American-Tourister-Unisex-Laptop-Backpack/dp/B0C8649NY8/ref=sr_1_307?keywords=bags&qid=1690393342&sr=8-307,1217.0,4.5,71.0,Care Instructions: Hand Wash Only    Comfortable Laptop Backpack,B0C8649NY8,"IFF, INDIA"
FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex,https://www.amazon.in/DZert-Kids-Grey-School-Years/dp/B07QD1M3R9/ref=sr_1_308?keywords=bags&qid=1690393342&sr=8-308,449.0,4.1,430.0,"Non-toxic and soft fabric made from safe materials to be used by kids and Washable    Soft And Cuddly Filling & Embroidery work Soft Toy School Bag For Kids, Travelling Bag, Carry Bag, Picnic Bag, Teddy Bag    Very Attractive To Make You Have A Good Feeling All The Time, Gift this soft, smooth and cuddly teddy as a great gift to your loved one    color :- Red, Size :- 38 x 34 x 8 and Bag capacity is 10L",B07QD1M3R9,Rushi Enterprise
for College Office Suitable for Men Women,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTgyMzgzMTY4MjU5MDQxOjE2OTAzOTMzNDI6c3BfbXRmOjIwMTE3MDM1NzUyNzk4OjowOjo&url=%2FBUSINESS-ANTI-THEFT-OFFICE-LAPTOP-BACKPACK%2Fdp%2FB0B466YD7L%2Fref%3Dsr_1_309_sspa%3Fkeywords%3Dbags%26qid%3D1690393342%26sr%3D8-309-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,849.0,4.3,33.0,,,
POLESTAR Space 34 L,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTgyMzgzMTY4MjU5MDQxOjE2OTAzOTMzNDI6c3BfbXRmOjIwMTE3MDM1NzUyODk4OjowOjo&url=%2FGear-Executive-Anti-Theft-Backpack-BKPPKREXE0101%2Fdp%2FB097KCMQKG%2Fref%3Dsr_1_310_sspa%3Fkeywords%3Dbags%26qid%3D1690393342%26sr%3D8-310-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1,599.0,4.4,19.0,"Care Instructions: Hand Wash Only    Ergonomically Designed : Spacious with Multiple Compartments & Pockets : Intuitive Access : Cushioned Back Panel & Shoulder Straps : Lightweight    Premium Anti-Scratch Faux Leather : Bartacked Load Points : Water Resistant Fabric : Heavy Duty Long Lasting Zippers    Padded Velcro'ed Sleeve fits upto 15.6"" Laptop : Padded Base    Secret Anti-Theft Pocket with Slot for Charging Wire    Age Range Description: Adult; Lining Description: Polyester; Color Name: Black-Black",,
"for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTgyMzgzMTY4MjU5MDQxOjE2OTAzOTMzNDI6c3BfYnRmOjIwMDk3NjEyMjMxNjk4OjowOjo&url=%2Fuppercase-Backpack-1800EBP1-resistant-sustainable%2Fdp%2FB0B9T4YDPX%2Fref%3Dsr_1_311_sspa%3Fkeywords%3Dbags%26qid%3D1690393342%26sr%3D8-311-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,486.0,4.2,70.0,Care Instructions: Wipe with Damp Cloth    Handcrafted with care and made up of premium quality robust material,,
"MOKOBARA The Briefcase - 15.6"" Blue Laptop Messenger",https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMTgyMzgzMTY4MjU5MDQxOjE2OTAzOTMzNDI6c3BfYnRmOjIwMTYyNTQzNzA3MDk4OjowOjo&url=%2FWALKENT-Stylish-Spruce-Waterprrof-Resistant%2Fdp%2FB0BJ982TQN%2Fref%3Dsr_1_312_sspa%3Fkeywords%3Dbags%26qid%3D1690393342%26sr%3D8-312-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1,915.0,3.8,,,,
